,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,clyde river,70.4692,-68.5914,-16.6,69,1,9.22,CA,1615084313
305,rabo de peixe,37.8,-25.5833,59,100,75,13.8,PT,1615084390
306,palmer,42.1584,-72.3287,24.01,50,75,9.22,US,1615084391
307,bodinayakkanur,10.0167,77.35,80.13,50,0,3.04,IN,1615084391
308,ilembula,-8.9,34.5833,62.65,95,100,0.49,TZ,1615084391
309,scarborough,54.2797,-0.4044,35.01,72,0,1.01,GB,1615084369
310,bandipur,27.9333,84.4167,68.65,24,0,1.9,NP,1615084391
311,fort nelson,58.8053,-122.7002,30.2,64,75,4.61,CA,1615084207
312,amapa,1,-52,71.06,98,100,1.68,BR,1615084391
313,isla mujeres,21.2311,-86.731,75.99,83,75,6.91,MX,1615084391
314,boffa,10.1667,-14.0333,71.42,83,79,2.64,GN,1615084391
315,qasigiannguit,68.8193,-51.1922,21.2,86,90,4.61,GL,1615084391
316,shache,38.4167,77.2406,45.55,51,100,7.2,CN,1615084392
317,teguise,29.0605,-13.564,62.6,77,7,10.36,ES,1615084392
318,gondar,12.6,37.4667,58.06,46,37,5.53,ET,1615084392
319,kidal,18.4411,1.4078,76.3,18,0,9.44,ML,1615084392
320,ondorhaan,-33.65,115.3333,73,76,13,1.99,AU,1615084248
321,tabiauea,-33.65,115.3333,73,76,13,1.99,AU,1615084248
322,karaul,-33.65,115.3333,73,76,13,1.99,AU,1615084248
323,tasbuget,-33.65,115.3333,73,76,13,1.99,AU,1615084248
324,ejura,7.3856,-1.3562,77.94,78,89,8.55,GH,1615084393
325,sozopolis,-33.65,115.3333,73,76,13,1.99,AU,1615084248
326,podgorica,42.4411,19.2636,41,45,0,6.91,ME,1615084231
327,pangnirtung,66.1451,-65.7125,-2.45,84,97,2.51,CA,1615084393
328,luena,-11.7833,19.9167,63.77,73,100,4.83,AO,1615084393
329,ambovombe,-25.1667,46.0833,72.16,88,32,7.45,MG,1615084393
330,vardo,70.3705,31.1107,26.47,95,97,26.08,NO,1615084364
331,simao,22.7886,100.9748,76.37,20,0,3.94,CN,1615084394
332,panaba,21.2833,-88.2667,70,86,62,7.05,MX,1615084394
333,adrar,20.5022,-10.0711,65.91,29,98,17.63,MR,1615084394
334,kuche,-33.65,115.3333,73,76,13,1.99,AU,1615084248
335,yulara,-25.2406,130.9889,93.2,27,49,4.61,AU,1615084394
336,lagoa,39.05,-27.9833,60.24,97,22,16.87,PT,1615084394
337,fonte boa,-2.4959,-66.2662,74.95,96,94,2.06,BR,1615084394
338,padang,-0.9492,100.3543,73.4,94,40,2.3,ID,1615084394
339,scottsburgh,-33.65,115.3333,73,76,13,1.99,AU,1615084248
340,hollins,37.3413,-79.9431,41,26,1,9.22,US,1615084394
341,pinotepa nacional,16.3167,-98.0167,70.92,81,0,2.57,MX,1615084394
342,sioux lookout,50.1001,-91.917,26.6,31,40,4.61,CA,1615084395
343,saint-pierre,-21.3393,55.4781,78.8,78,75,11.5,RE,1615084395
344,lander,42.833,-108.7307,51.8,28,1,5.75,US,1615084395
345,geraldton,-28.7667,114.6,87.8,40,0,11.5,AU,1615084257
346,big spring,32.2504,-101.4787,54,50,1,9.22,US,1615084396
347,itacare,-14.2775,-38.9967,82.4,78,40,8.05,BR,1615084396
348,taksimo,56.3444,114.8794,2.34,87,64,3.33,RU,1615084391
349,taoudenni,22.6783,-3.9836,67.96,32,0,9.08,ML,1615084396
350,matamoros,25.5333,-103.25,71.6,23,20,11.83,MX,1615084396
351,srednekolymsk,67.45,153.6833,-9.36,86,100,18.01,RU,1615084396
352,hihifo,-33.65,115.3333,73,76,13,1.99,AU,1615084248
353,belaya gora,68.5333,146.4167,-13.54,87,100,17.81,RU,1615084397
354,eston,51.1501,-108.7514,35.6,86,75,16.11,CA,1615084397
355,dzhusaly,-33.65,115.3333,73,76,13,1.99,AU,1615084248
356,banda aceh,5.5577,95.3222,84,67,74,5.91,ID,1615084397
357,baoqing,46.3317,132.2111,19.89,86,0,6.98,CN,1615084397
358,bandarbeyla,9.4942,50.8122,73.47,81,38,8.55,SO,1615084397
359,mazagao,-0.115,-51.2894,77,100,75,2.3,BR,1615084398
360,bouillante,16.1304,-61.7692,75.2,83,0,6.91,GP,1615084398
361,haifa,32.8156,34.9892,56.32,75,0,9.42,IL,1615084398
362,kattivakkam,13.2167,80.3167,77,88,20,4.61,IN,1615084398
363,portobelo,9.55,-79.65,80.01,69,62,1.99,PA,1615084398
364,manjacaze,-24.7117,33.8828,68.4,95,1,1.12,MZ,1615084399
365,ozgon,-33.65,115.3333,73,76,13,1.99,AU,1615084248
366,shaunavon,49.6501,-108.4181,35.6,75,100,10.36,CA,1615084399
367,sambava,-14.2667,50.1667,74.91,72,51,4.65,MG,1615084399
368,mayo,38.8876,-76.5119,39.2,48,1,6.91,US,1615084345
369,borskoye,53.0333,51.7167,2.41,89,25,3.24,RU,1615084399
370,bloomington,44.8408,-93.2983,37.4,52,20,6.91,US,1615084255
371,katherine,-14.4667,132.2667,89.6,66,40,8.05,AU,1615084400
372,port hardy,50.6996,-127.4199,44.6,75,90,10.36,CA,1615084208
373,mount gambier,-37.8333,140.7667,69.8,49,40,3.44,AU,1615084280
374,coahuayana,18.7333,-103.6833,70.21,87,0,1.88,MX,1615084401
375,poum,-20.2333,164.0167,79.41,67,9,11.21,NC,1615084401
376,leningradskiy,69.3833,178.4167,-16.55,77,14,4.36,RU,1615084311
377,bolama,11.5833,-15.4667,74.05,68,14,7.76,GW,1615084401
378,omsukchan,62.5333,155.8,-15.3,79,100,8.23,RU,1615084401
379,longyan,25.1072,117.0225,65.59,73,78,2.17,CN,1615084401
380,shihezi,44.3,86.0333,27,97,99,1.68,CN,1615084402
381,lufilufi,-13.8745,-171.5986,84.2,84,75,4.81,WS,1615084402
382,shellbrook,53.2168,-106.4011,32,93,90,2.3,CA,1615084402
383,murbad,19.25,73.4,77,78,0,3.44,IN,1615084402
384,bayan,46.0833,127.4,25,36,0,14.38,CN,1615084402
385,luderitz,-26.6481,15.1594,67.64,55,0,12.82,NA,1615084295
386,belmonte,-15.8631,-38.8828,77,88,20,6.91,BR,1615084316
387,russell,32.3502,-85.1999,53.6,47,90,3.44,US,1615084403
388,aranda de duero,41.6704,-3.6892,42.67,85,65,6.49,ES,1615084403
389,vila velha,-20.3297,-40.2925,79,89,0,4.61,BR,1615084281
390,mahibadhoo,3.7833,72.9667,82.29,71,11,10.85,MV,1615084403
391,cody,44.5263,-109.0565,44.6,53,1,9.22,US,1615084403
392,winneba,5.3511,-0.6231,82.4,89,0,9.22,GH,1615084404
393,uvalde,29.3669,-99.767,60.01,58,1,5.75,US,1615084183
394,abu dhabi,24.4667,54.3667,68,68,0,9.22,AE,1615084404
395,pokhara,28.2333,83.9833,71.92,22,0,3.13,NP,1615084405
396,benguela,-12.5763,13.4055,77.88,80,100,3.56,AO,1615084405
397,bengkulu,-3.8004,102.2655,74.68,83,100,6.15,ID,1615084405
398,igatpuri,19.7,73.55,77.16,23,0,1.41,IN,1615084259
399,pedro ii,-4.4247,-41.4586,68.88,96,100,2.04,BR,1615084405
400,constitucion,-35.3333,-72.4167,58.51,86,1,8.68,CL,1615084295
401,oksfjord,70.2396,22.3479,26.6,86,75,16.11,NO,1615084405
402,peleduy,59.6289,112.7406,19.53,95,100,8.77,RU,1615084405
403,east london,-33.0153,27.9116,70.54,76,83,18.45,ZA,1615084405
404,shar,49.5886,81.0453,17.89,94,89,5.75,KZ,1615084405
405,quelimane,-17.8786,36.8883,78.8,89,20,3.44,MZ,1615084406
406,mogochin,-33.65,115.3333,73,76,13,1.99,AU,1615084248
407,riyadh,24.6877,46.7219,57.2,26,0,5.75,SA,1615084155
408,bilibino,68.0546,166.4372,-15,84,100,7.96,RU,1615084336
409,bowen,-20.0167,148.2333,86,62,75,5.75,AU,1615084406
410,lolua,-33.65,115.3333,73,76,13,1.99,AU,1615084248
411,saleaula,-33.65,115.3333,73,76,13,1.99,AU,1615084248
412,baie-comeau,49.2168,-68.1489,15.8,62,75,11.5,CA,1615084206
413,tateyama,34.9833,139.8667,48.2,66,75,16.11,JP,1615084407
414,prince rupert,54.3161,-130.3201,42.8,61,90,8.05,CA,1615084407
415,saskylakh,71.9167,114.0833,-21.68,86,95,6.78,RU,1615084322
416,sao joao da barra,-21.6403,-41.0511,74.88,91,100,2.04,BR,1615084407
417,marrakesh,31.6315,-8.0083,51.8,87,40,1.14,MA,1615084155
418,laramie,41.3114,-105.5911,44.01,33,1,14.97,US,1615084280
419,coquimbo,-29.9533,-71.3436,62.6,88,0,3.44,CL,1615084396
420,ksenyevka,-33.65,115.3333,73,76,13,1.99,AU,1615084248
421,akureyri,65.6835,-18.0878,33.8,75,0,4.61,IS,1615084408
422,aktash,50.3,87.7333,9.18,86,27,5.26,RU,1615084408
423,dabhol,17.6,73.1667,77.54,57,0,2.48,IN,1615084408
424,san pedro del pinatar,37.8357,-0.791,57.99,100,75,17.27,ES,1615084408
425,saint-augustin,51.226,-58.6502,18.99,97,100,7.25,CA,1615084409
426,yaan,7.3833,8.5667,78.12,81,1,10.11,NG,1615084409
427,haines junction,60.7522,-137.5108,24.8,42,100,4.61,CA,1615084409
428,kpandu,6.9954,0.2931,79.12,83,100,6.53,GH,1615084372
429,hamilton,39.1834,-84.5333,37.4,55,1,0.85,US,1615084288
430,malinyi,-8.9333,36.1333,71.38,96,100,1.39,TZ,1615084410
431,gawler,-34.6,138.7333,84,34,87,5.99,AU,1615084208
432,cascais,38.6979,-9.4215,55.99,81,1,10.51,PT,1615084410
433,jiayuguan,39.8167,98.3,45.19,44,7,2.75,CN,1615084410
434,maniitsoq,65.4167,-52.9,28.63,91,100,7.49,GL,1615084410
435,tilichiki,60.4667,166.1,-13.38,84,100,14.97,RU,1615084392
436,sayat,38.7839,63.8803,41,93,0,4.61,TM,1615084411
437,bairnsdale,-37.8333,147.6167,75,50,96,3,AU,1615084411
438,nuuk,64.1835,-51.7216,32,80,90,8.05,GL,1615084411
439,aripuana,-9.1667,-60.6333,73.58,89,74,0.25,BR,1615084411
440,nakhon phanom,17.3333,104.4167,87.01,69,0,11.5,TH,1615084412
441,shieli,44.1667,66.75,34.83,85,93,5.46,KZ,1615084412
442,tidore,-33.65,115.3333,73,76,13,1.99,AU,1615084248
443,bikin,46.8161,134.26,14.45,91,97,6.44,RU,1615084332
444,kysyl-syr,63.8986,122.7617,-3.24,91,100,6.67,RU,1615084412
445,frankenthal,49.5372,8.355,30.99,80,32,2.91,DE,1615084413
446,dikson,73.5069,80.5464,-20.06,88,100,11.5,RU,1615084257
447,rolim de moura,-33.65,115.3333,73,76,13,1.99,AU,1615084248
448,biak,-0.9131,122.8766,83.26,68,8,2.53,ID,1615084413
449,teahupoo,-17.8333,-149.2667,86,70,75,6.91,PF,1615084413
450,anadyr,64.75,177.4833,-20,69,0,3.22,RU,1615084413
451,kaeo,-35.1,173.7833,75,53,24,15.01,NZ,1615084413
452,harindanga,22.0383,88.3214,75.2,94,37,4.83,IN,1615084414
453,balakhta,55.38,91.6,24.73,93,99,12.66,RU,1615084414
454,novyy urengoy,66.0833,76.6333,-6.97,91,93,4.41,RU,1615084414
455,gat,31.61,34.7642,51.01,87,0,3.87,IL,1615084415
456,tabou,4.423,-7.3528,77.58,86,100,5.53,CI,1615084415
457,nacogdoches,31.6002,-94.6335,48,71,1,5.03,US,1615084415
458,nome,64.5011,-165.4064,15.01,92,90,25.32,US,1615084415
459,roseburg,43.2165,-123.3417,50,53,40,3.6,US,1615084415
460,uruzgan,32.8333,66,46.78,51,0,2.01,AF,1615084415
461,magaria,12.9983,8.9099,71.4,16,8,10.76,NE,1615084416
462,coari,-4.085,-63.1414,74.48,97,100,2.21,BR,1615084416
463,cuiluan,47.72,128.648,16.47,88,96,11.97,CN,1615084416
464,asau,46.4333,26.4,24.01,66,0,5.37,RO,1615084380
465,buraydah,26.326,43.975,53.6,54,0,5.99,SA,1615084416
466,springbok,-29.6643,17.8865,56.44,52,0,1.86,ZA,1615084417
467,rudraprayag,30.2833,78.9833,70.18,23,62,5.46,IN,1615084417
468,san andres,12.5847,-81.7006,78.8,69,20,8.05,CO,1615084304
469,deer lake,49.1667,-57.4316,23,80,90,11.5,CA,1615084417
470,grindavik,63.8424,-22.4338,41,93,75,3.44,IS,1615084417
471,lakota,5.8528,-5.6883,72.52,95,13,2.98,CI,1615084418
472,kirakira,-10.4544,161.9205,83.55,75,100,6.78,SB,1615084418
473,jaboticabal,-21.2547,-48.3222,69.8,94,0,3.44,BR,1615084418
474,burica,-33.65,115.3333,73,76,13,1.99,AU,1615084248
475,cortez,37.3489,-108.5859,46.4,34,1,3.44,US,1615084418
476,butimanu,44.6833,25.9,32,100,63,3.2,RO,1615084419
477,ilulissat,69.2167,-51.1,21.2,86,90,4.61,GL,1615084419
478,huangmei,30.1924,116.025,45.14,83,99,7.87,CN,1615084419
479,kampot,10.6167,104.1833,84.2,61,40,8.05,KH,1615084419
480,roverud,60.2521,12.055,30.2,59,21,8.05,NO,1615084420
481,christchurch,-43.5333,172.6333,72,42,0,13.8,NZ,1615084132
482,baryshevo,54.9564,83.1822,14,79,0,11.18,RU,1615084420
483,labrea,-7.2586,-64.7981,75.22,88,48,1.68,BR,1615084420
484,jacareacanga,-6.2222,-57.7528,75.02,91,92,1.45,BR,1615084420
485,khatanga,71.9667,102.5,-17.64,87,67,11.3,RU,1615084291
486,namibe,-15.1961,12.1522,74.77,85,40,8.84,AO,1615084301
487,asyut,27.181,31.1837,50,66,0,9.22,EG,1615084420
488,shitanjing,39.2342,106.3439,41.83,63,69,10.69,CN,1615084420
489,marzuq,14.4,46.4667,53.83,45,20,2.06,YE,1615084421
490,lompoc,34.6391,-120.4579,53.6,76,20,11.5,US,1615084410
491,nemuro,43.3236,145.575,26.6,46,20,9.22,JP,1615084296
492,sungairaya,0.7,108.9,84.88,73,56,6.35,ID,1615084421
493,dwarka,22.2394,68.9678,77.43,76,0,11.56,IN,1615084421
494,kloulklubed,7.0419,134.2556,86,66,75,11.5,PW,1615084421
495,bolungarvik,-33.65,115.3333,73,76,13,1.99,AU,1615084248
496,san rafael,-34.6177,-68.3301,82.58,30,70,11.1,AR,1615084233
497,marcona,-33.65,115.3333,73,76,13,1.99,AU,1615084248
498,bereda,43.2686,-7.5406,42.01,96,75,3,ES,1615084421
499,puri,19.8,85.85,75.2,94,90,12.41,IN,1615084422
500,mehamn,71.0357,27.8492,30.2,74,75,21.85,NO,1615084422
501,chake chake,-5.2459,39.7666,75.36,84,39,5.84,TZ,1615084422
502,parana,-31.732,-60.5238,73,64,0,6.04,AR,1615084397
503,rosarito,32.3333,-117.0333,57.2,76,90,3.44,MX,1615084422
504,ganzhou,28.8184,115.4327,49.6,80,99,5.84,CN,1615084423
505,inzer,54.2167,57.5556,11.98,94,100,1.16,RU,1615084423
506,dunayivtsi,-33.65,115.3333,73,76,13,1.99,AU,1615084248
507,beringovskiy,63.05,179.3167,-11.76,90,100,9.26,RU,1615084423
508,akyab,20.15,92.9,76.37,64,27,4.23,MM,1615084423
509,mournies,35.4764,24.0092,51.8,100,0,0.85,GR,1615084423
510,launceston,-41.45,147.1667,64.99,59,90,12.66,AU,1615084250
511,sept-iles,50.2001,-66.3821,23,73,20,10.36,CA,1615084423
512,garissa,-0.4536,39.6401,73.76,78,34,9.6,KE,1615084424
513,kars,40.602,43.095,32,74,0,13.8,TR,1615084341
514,karratha,-20.7377,116.8463,89.24,50,0,10.11,AU,1615084424
515,kapustin yar-1,-33.65,115.3333,73,76,13,1.99,AU,1615084248
516,auki,-8.7676,160.7034,83.53,79,100,4.16,SB,1615084425
517,avera,33.194,-82.5271,42.8,75,1,4.81,US,1615084425
518,salta,-24.7859,-65.4117,68,88,0,3.44,AR,1615084364
519,merauke,-8.4667,140.3333,86.04,65,5,9.8,ID,1615084425
520,kaz,52.9113,87.3105,27.19,94,100,9.46,RU,1615084426
521,wukari,7.85,9.7833,75.78,61,38,6.96,NG,1615084426
522,thoen,17.6129,99.2161,97.29,18,0,0.74,TH,1615084426
523,canto do buriti,-8.11,-42.9444,73.11,90,0,3.69,BR,1615084427
524,senanga,-16.1167,23.2667,61.07,76,0,3.91,ZM,1615084427
525,samarai,-10.6167,150.6667,81.84,75,64,9.04,PG,1615084427
526,iberia,29.9502,-91.7507,55.4,44,1,11.5,US,1615084427
527,london,51.5085,-0.1257,34,93,75,1.14,GB,1615083604
528,mareeba,-17,145.4333,89.01,74,40,9.22,AU,1615084428
529,izhma,65.0083,53.9113,-9.45,90,100,1.74,RU,1615084428
530,esmeralda,21.8525,-78.1169,73.4,83,20,5.75,CU,1615084428
531,puerto leguizamo,-0.1934,-74.7819,71.22,97,89,0.96,CO,1615084428
532,camopi,3.1655,-52.3158,72.48,98,95,1.66,GF,1615084429
533,caraballeda,10.6112,-66.8522,77,73,40,3.44,VE,1615084429
534,yendi,9.4427,-0.0099,83.62,60,100,4.79,GH,1615084429
535,diamantino,-14.4086,-56.4461,73.96,86,100,0.69,BR,1615084429
536,gorno-chuyskiy,-33.65,115.3333,73,76,13,1.99,AU,1615084248
537,sentyabrskiy,-33.65,115.3333,73,76,13,1.99,AU,1615084248
538,melipilla,-33.7,-71.2167,68,94,90,2.3,CL,1615084414
539,aasiaat,68.7098,-52.8699,8.98,95,100,2.62,GL,1615084430
540,asfi,32.2994,-9.2372,55.71,84,0,3,MA,1615084301
541,berlevag,70.8578,29.0864,30.2,74,75,21.85,NO,1615084430
542,tat,47.7415,18.6481,30.99,79,0,2.3,HU,1615084430
543,kuruman,-27.4524,23.4325,61,43,0,11.86,ZA,1615084431
544,stephenville,32.2207,-98.2023,51.8,54,1,6.91,US,1615084431
545,rudbar,30.15,62.6,52.2,51,0,7.4,AF,1615084271
546,bathsheba,13.2167,-59.5167,78.8,69,20,21.85,BB,1615084311
547,odesa,46.4775,30.7326,23,74,0,2.24,UA,1615084431
548,stillwater,36.1156,-97.0584,55.4,44,1,8.05,US,1615084391
549,high level,58.5169,-117.136,32,69,75,2.3,CA,1615084432
550,oranjemund,-28.55,16.4333,61.65,89,0,8.99,NA,1615084432
551,teguldet,57.3064,88.1667,17.49,95,84,14.18,RU,1615084432
552,shubarkuduk,49.1447,56.4872,34.09,90,100,20.4,KZ,1615084432
553,andenes,69.3143,16.1194,32,59,20,26.46,NO,1615084293
554,amahai,-3.3333,128.9167,87.1,58,36,1.5,ID,1615084433
555,gamba,-2.65,10,75.6,81,99,0.6,GA,1615084433
556,marawi,7.9986,124.2928,80.01,75,33,5.01,PH,1615084433
557,visby,57.6409,18.296,35.6,55,90,20.71,SE,1615084150
558,port-gentil,-0.7193,8.7815,80.82,85,99,15.21,GA,1615084433
559,trelew,-43.249,-65.3051,80.42,29,61,13.69,AR,1615084433
560,daru,-9.0763,143.2092,88.61,55,88,2.95,PG,1615084433
561,mayya,61.7333,130.2811,-27.4,75,84,4.47,RU,1615084434
562,shrewsbury,52.7101,-2.7521,30,93,20,3.33,GB,1615084411
563,gedo,9.0167,37.45,54.27,47,100,3.13,ET,1615084434
564,chernogorsk,53.8236,91.2842,30.2,59,0,11.18,RU,1615084434
565,casa nova,-9.4167,-41.1333,81.03,59,29,4,BR,1615084434
566,bima,-8.4667,118.7167,88.72,63,26,1.21,ID,1615084435
567,senador jose porfirio,-2.5908,-51.9542,75.18,93,100,2.3,BR,1615084435
568,walvis bay,-22.9575,14.5053,64.4,77,0,4.61,NA,1615084435
569,bridgewater,44.3835,-64.5155,30.2,69,5,14.97,CA,1615084435
570,zemio,5.0314,25.1361,70.72,25,21,2.95,CF,1615084435
571,omboue,-1.5746,9.2618,77.43,76,98,3.76,GA,1615084436
572,puerto ayacucho,5.6639,-67.6236,77.47,81,95,2.82,VE,1615084436
573,nara,34.6851,135.8049,50,46,75,5.75,JP,1615084436
574,kizukuri,40.8061,140.3861,37,69,75,13.8,JP,1615084436
575,moerai,-22.4333,-151.3333,77.2,85,98,16.67,PF,1615084436
576,siculeni,46.4167,25.75,24.01,66,0,3.94,RO,1615084437
577,izoplit,56.6256,36.222,24.37,97,100,16.53,RU,1615084437
578,kununurra,-15.7667,128.7333,91.4,55,68,12.66,AU,1615084437
579,youkounkoun,12.5333,-13.1333,74.61,55,10,7.38,GN,1615084437
580,ostrovnoy,68.0531,39.5131,4.75,93,99,13.65,RU,1615084437
581,rio de janeiro,-22.9028,-43.2075,71.6,100,90,2.3,BR,1615084245
582,acapulco,16.8634,-99.8901,78.8,78,1,3.44,MX,1615084271
583,santa isabel do rio negro,-0.4139,-65.0192,75.11,97,100,1.01,BR,1615084438
584,pacific grove,36.6177,-121.9166,51.01,83,1,4,US,1615084367
585,hambantota,6.1241,81.1185,77,100,0,3.44,LK,1615084438
586,antalaha,-14.9003,50.2788,76.17,70,52,3.65,MG,1615084438
587,port moresby,-9.4431,147.1797,87.8,66,40,11.5,PG,1615084438
588,sujawal,-33.65,115.3333,73,76,13,1.99,AU,1615084248
589,saqqez,36.2499,46.2735,36.16,80,100,4.47,IR,1615084438
590,concepcion,-36.827,-73.0498,57.2,94,0,5.75,CL,1615084242
591,lichinga,-13.3128,35.2406,64.4,100,75,12.66,MZ,1615084439
592,mahajanga,-15.7167,46.3167,75.2,88,20,3.44,MG,1615084439
593,cabedelo,-6.9811,-34.8339,77,94,20,9.82,BR,1615084355
594,bartlesville,36.7473,-95.9808,53.01,61,1,8.63,US,1615084439
595,santa rosa,14.3122,121.1114,87.01,62,20,8.05,PH,1615084439
596,sistranda,63.7256,8.834,32,55,40,24.16,NO,1615084439
597,santa fe,-31.6333,-60.7,73,64,0,5.79,AR,1615084364
598,carutapera,-1.195,-46.02,77.23,87,94,5.39,BR,1615084439
599,huilong,31.8111,121.655,48,99,100,6.64,CN,1615084439
600,los llanos de aridane,28.6585,-17.9182,64.4,63,20,17.27,ES,1615084439
601,comodoro rivadavia,-45.8667,-67.5,73.4,46,0,12.66,AR,1615084440
602,tanabe,33.7333,135.3667,53.6,58,75,8.05,JP,1615084440
603,azimur,-33.65,115.3333,73,76,13,1.99,AU,1615084248
604,cumanayagua,22.1494,-80.2022,75.2,73,18,5.75,CU,1615084440
605,zaltan,32.947,11.8665,58.1,93,100,6.85,LY,1615084440
606,tazmalt,36.3868,4.3989,54.9,66,78,4.63,DZ,1615084440
607,galgani,-33.65,115.3333,73,76,13,1.99,AU,1615084248
608,kieta,-6.2167,155.6333,81.09,78,100,4.27,PG,1615084440
